source_pr,source_commit,source_parent,affected_files,original_intent,actual_module,evaluation_relevant,existing_changeset,new_changeset,classification,module_disposition,already_in_main,patch_equivalent,patch_id,superseded_by,risk,confidence,evidence
827,8718daad62262893034264f248d239ee621b8181,9c02947e27a477402a2e3b774ab0d001c6fc8206,backend/src/modules/workflows/dto/workflow.dto.ts;backend/src/modules/workflows/workflow-action-executor.service.ts;backend/src/modules/workflows/workflow-action-preview.service.ts;backend/src/modules/workflows/workflow-definition.validator.ts;backend/src/modules/workflows/workflow-dry-run.service.spec.ts;backend/src/modules/workflows/workflow-dry-run.service.ts;backend/src/modules/workflows/workflow-engine.service.ts;backend/src/modules/workflows/workflow-entity-refs.util.ts;backend/src/modules/workflows/workflow-event.service.ts;backend/src/modules/workflows/workflow-scope.evaluator.spec.ts;backend/src/modules/workflows/workflow-scope.evaluator.ts;backend/src/modules/workflows/workflow-tenant-guard.service.spec.ts;backend/src/modules/workflows/workflow-tenant-guard.service.ts;backend/src/modules/workflows/workflow.constants.ts;backend/src/modules/workflows/workflows-tenant-isolation.service.spec.ts;backend/src/modules/workflows/workflows.module.ts;backend/src/modules/workflows/workflows.service.spec.ts;backend/src/modules/workflows/workflows.service.ts;docs/security/workflow-automation-tenant-isolation-2026-07.md;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Workflow tenant/scope fail-closed enforcement,workflow-automation/security,false,cs-workflow-automation-tenant-and-access-controls,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,6d15adbce382fdc7825059f68a1006e0270cc642,Current workflow scope evaluator,CRITICAL,MEDIUM,fix(workflows): fail-closed tenant isolation and scope enforcement; first-parent path review (21 files); Main is explicitly fail-closed and its workflow services are organization-scoped.; git cherry=+ 8718daad62262893034264f248d239ee621b8181
828,8718daad62262893034264f248d239ee621b8181,9c02947e27a477402a2e3b774ab0d001c6fc8206,backend/src/modules/workflows/dto/workflow.dto.ts;backend/src/modules/workflows/workflow-action-executor.service.ts;backend/src/modules/workflows/workflow-action-preview.service.ts;backend/src/modules/workflows/workflow-definition.validator.ts;backend/src/modules/workflows/workflow-dry-run.service.spec.ts;backend/src/modules/workflows/workflow-dry-run.service.ts;backend/src/modules/workflows/workflow-engine.service.ts;backend/src/modules/workflows/workflow-entity-refs.util.ts;backend/src/modules/workflows/workflow-event.service.ts;backend/src/modules/workflows/workflow-scope.evaluator.spec.ts;backend/src/modules/workflows/workflow-scope.evaluator.ts;backend/src/modules/workflows/workflow-tenant-guard.service.spec.ts;backend/src/modules/workflows/workflow-tenant-guard.service.ts;backend/src/modules/workflows/workflow.constants.ts;backend/src/modules/workflows/workflows-tenant-isolation.service.spec.ts;backend/src/modules/workflows/workflows.module.ts;backend/src/modules/workflows/workflows.service.spec.ts;backend/src/modules/workflows/workflows.service.ts;docs/security/workflow-automation-tenant-isolation-2026-07.md;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Workflow tenant/scope fail-closed enforcement,workflow-automation/security,false,cs-workflow-automation-tenant-and-access-controls,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,6d15adbce382fdc7825059f68a1006e0270cc642,Current workflow scope evaluator,CRITICAL,MEDIUM,fix(workflows): fail-closed tenant isolation and scope enforcement; first-parent path review (21 files); Main is explicitly fail-closed and its workflow services are organization-scoped.; git cherry=+ 8718daad62262893034264f248d239ee621b8181
527,9302bd8ba34c206f1c4bc53de8380f7e4e30fe57,0d950f0837f7b02934d239d00c45f3727638b3df,architecture/VOICE_AI_AUTOMATION_ANALYTICS_SETTINGS_2026-07-18.md;frontend/src/lib/api.ts;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/VoiceAssistantView.tsx;frontend/src/rental/components/voice-assistant/VoiceAnalyticsView.tsx;frontend/src/rental/components/voice-assistant/VoiceAutomationsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceBudgetSettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceDiagnosticsPanel.tsx;frontend/src/rental/components/voice-assistant/VoicePrivacySettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceSettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceUsageAnalyticsPanel.tsx;frontend/src/rental/components/voice-assistant/voice-analytics.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-analytics.ops.ts;frontend/src/rental/components/voice-assistant/voice-assistant-ui.characterization.test.ts;frontend/src/rental/components/voice-assistant/voice-automation.catalog.ts;frontend/src/rental/components/voice-assistant/voice-automation.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-automation.ops.ts;frontend/src/rental/components/voice-assistant/voice-privacy.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-privacy.ops.ts;frontend/src/rental/i18n/translations/de.ts;frontend/src/rental/i18n/translations/en.ts,Voice automation analytics/settings UI,voice-ai/frontend,false,cs-voice-ai-operational-ui,,INHERITED_NO_EVALUATIONS_RELEVANCE,REQUIRED_BUT_NEEDS_PORT,false,false,1476c7a8c3152099f540eaf75d123930556b824e,,MEDIUM,HIGH,feat(voice-ui): add voice automation analytics and settings; first-parent path review (21 files); Voice panels and operational modules are absent from the current frontend.; git cherry=+ 9302bd8ba34c206f1c4bc53de8380f7e4e30fe57
535,9302bd8ba34c206f1c4bc53de8380f7e4e30fe57,0d950f0837f7b02934d239d00c45f3727638b3df,architecture/VOICE_AI_AUTOMATION_ANALYTICS_SETTINGS_2026-07-18.md;frontend/src/lib/api.ts;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/VoiceAssistantView.tsx;frontend/src/rental/components/voice-assistant/VoiceAnalyticsView.tsx;frontend/src/rental/components/voice-assistant/VoiceAutomationsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceBudgetSettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceDiagnosticsPanel.tsx;frontend/src/rental/components/voice-assistant/VoicePrivacySettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceSettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceUsageAnalyticsPanel.tsx;frontend/src/rental/components/voice-assistant/voice-analytics.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-analytics.ops.ts;frontend/src/rental/components/voice-assistant/voice-assistant-ui.characterization.test.ts;frontend/src/rental/components/voice-assistant/voice-automation.catalog.ts;frontend/src/rental/components/voice-assistant/voice-automation.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-automation.ops.ts;frontend/src/rental/components/voice-assistant/voice-privacy.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-privacy.ops.ts;frontend/src/rental/i18n/translations/de.ts;frontend/src/rental/i18n/translations/en.ts,Voice automation analytics/settings UI,voice-ai/frontend,false,cs-voice-ai-operational-ui,,INHERITED_NO_EVALUATIONS_RELEVANCE,REQUIRED_BUT_NEEDS_PORT,false,false,1476c7a8c3152099f540eaf75d123930556b824e,,MEDIUM,HIGH,feat(voice-ui): add voice automation analytics and settings; first-parent path review (21 files); Voice panels and operational modules are absent from the current frontend.; git cherry=+ 9302bd8ba34c206f1c4bc53de8380f7e4e30fe57
538,9302bd8ba34c206f1c4bc53de8380f7e4e30fe57,0d950f0837f7b02934d239d00c45f3727638b3df,architecture/VOICE_AI_AUTOMATION_ANALYTICS_SETTINGS_2026-07-18.md;frontend/src/lib/api.ts;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/VoiceAssistantView.tsx;frontend/src/rental/components/voice-assistant/VoiceAnalyticsView.tsx;frontend/src/rental/components/voice-assistant/VoiceAutomationsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceBudgetSettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceDiagnosticsPanel.tsx;frontend/src/rental/components/voice-assistant/VoicePrivacySettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceSettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceUsageAnalyticsPanel.tsx;frontend/src/rental/components/voice-assistant/voice-analytics.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-analytics.ops.ts;frontend/src/rental/components/voice-assistant/voice-assistant-ui.characterization.test.ts;frontend/src/rental/components/voice-assistant/voice-automation.catalog.ts;frontend/src/rental/components/voice-assistant/voice-automation.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-automation.ops.ts;frontend/src/rental/components/voice-assistant/voice-privacy.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-privacy.ops.ts;frontend/src/rental/i18n/translations/de.ts;frontend/src/rental/i18n/translations/en.ts,Voice automation analytics/settings UI,voice-ai/frontend,false,cs-voice-ai-operational-ui,,INHERITED_NO_EVALUATIONS_RELEVANCE,REQUIRED_BUT_NEEDS_PORT,false,false,1476c7a8c3152099f540eaf75d123930556b824e,,MEDIUM,HIGH,feat(voice-ui): add voice automation analytics and settings; first-parent path review (21 files); Voice panels and operational modules are absent from the current frontend.; git cherry=+ 9302bd8ba34c206f1c4bc53de8380f7e4e30fe57
554,9302bd8ba34c206f1c4bc53de8380f7e4e30fe57,0d950f0837f7b02934d239d00c45f3727638b3df,architecture/VOICE_AI_AUTOMATION_ANALYTICS_SETTINGS_2026-07-18.md;frontend/src/lib/api.ts;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/VoiceAssistantView.tsx;frontend/src/rental/components/voice-assistant/VoiceAnalyticsView.tsx;frontend/src/rental/components/voice-assistant/VoiceAutomationsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceBudgetSettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceDiagnosticsPanel.tsx;frontend/src/rental/components/voice-assistant/VoicePrivacySettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceSettingsPanel.tsx;frontend/src/rental/components/voice-assistant/VoiceUsageAnalyticsPanel.tsx;frontend/src/rental/components/voice-assistant/voice-analytics.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-analytics.ops.ts;frontend/src/rental/components/voice-assistant/voice-assistant-ui.characterization.test.ts;frontend/src/rental/components/voice-assistant/voice-automation.catalog.ts;frontend/src/rental/components/voice-assistant/voice-automation.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-automation.ops.ts;frontend/src/rental/components/voice-assistant/voice-privacy.ops.test.ts;frontend/src/rental/components/voice-assistant/voice-privacy.ops.ts;frontend/src/rental/i18n/translations/de.ts;frontend/src/rental/i18n/translations/en.ts,Voice automation analytics/settings UI,voice-ai/frontend,false,cs-voice-ai-operational-ui,,INHERITED_NO_EVALUATIONS_RELEVANCE,REQUIRED_BUT_NEEDS_PORT,false,false,1476c7a8c3152099f540eaf75d123930556b824e,,MEDIUM,HIGH,feat(voice-ui): add voice automation analytics and settings; first-parent path review (21 files); Voice panels and operational modules are absent from the current frontend.; git cherry=+ 9302bd8ba34c206f1c4bc53de8380f7e4e30fe57
826,9c02947e27a477402a2e3b774ab0d001c6fc8206,1de96fd1d07971926f66bdadffa88dc165e30ae4,backend/src/modules/workflows/workflow-action-executor.service.ts;backend/src/modules/workflows/workflow-action-preview.service.ts;backend/src/modules/workflows/workflow-action-risk.ts;backend/src/modules/workflows/workflow-dry-run.service.spec.ts;backend/src/modules/workflows/workflow-dry-run.service.ts;backend/src/modules/workflows/workflow-engine.service.ts;backend/src/modules/workflows/workflow-execution-mode.ts;backend/src/modules/workflows/workflow-execution-plan.types.ts;backend/src/modules/workflows/workflow-preview.util.spec.ts;backend/src/modules/workflows/workflow-preview.util.ts;backend/src/modules/workflows/workflow-scope.evaluator.ts;backend/src/modules/workflows/workflows.controller.ts;backend/src/modules/workflows/workflows.module.ts;backend/src/modules/workflows/workflows.service.ts;docs/architecture/WORKFLOW_DRY_RUN_2026-07.md;frontend/src/lib/api.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/WorkflowAutomationView.tsx;frontend/src/rental/components/workflow-automation/task-automation.integration.test.ts,Workflow dry-run execution plans,workflow-automation,false,cs-workflow-automation-api-and-domain-contracts,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,f1eead6fd634ca2b35e91103fbdb108e2d970878,Current workflow DRY_RUN architecture,HIGH,HIGH,feat(workflows): add DRY_RUN execution plan mode for test/simulate; first-parent path review (20 files); Every path exists in main and six blobs are identical.; git cherry=+ 9c02947e27a477402a2e3b774ab0d001c6fc8206
827,9c02947e27a477402a2e3b774ab0d001c6fc8206,1de96fd1d07971926f66bdadffa88dc165e30ae4,backend/src/modules/workflows/workflow-action-executor.service.ts;backend/src/modules/workflows/workflow-action-preview.service.ts;backend/src/modules/workflows/workflow-action-risk.ts;backend/src/modules/workflows/workflow-dry-run.service.spec.ts;backend/src/modules/workflows/workflow-dry-run.service.ts;backend/src/modules/workflows/workflow-engine.service.ts;backend/src/modules/workflows/workflow-execution-mode.ts;backend/src/modules/workflows/workflow-execution-plan.types.ts;backend/src/modules/workflows/workflow-preview.util.spec.ts;backend/src/modules/workflows/workflow-preview.util.ts;backend/src/modules/workflows/workflow-scope.evaluator.ts;backend/src/modules/workflows/workflows.controller.ts;backend/src/modules/workflows/workflows.module.ts;backend/src/modules/workflows/workflows.service.ts;docs/architecture/WORKFLOW_DRY_RUN_2026-07.md;frontend/src/lib/api.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/WorkflowAutomationView.tsx;frontend/src/rental/components/workflow-automation/task-automation.integration.test.ts,Workflow dry-run execution plans,workflow-automation,false,cs-workflow-automation-api-and-domain-contracts,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,f1eead6fd634ca2b35e91103fbdb108e2d970878,Current workflow DRY_RUN architecture,HIGH,HIGH,feat(workflows): add DRY_RUN execution plan mode for test/simulate; first-parent path review (20 files); Every path exists in main and six blobs are identical.; git cherry=+ 9c02947e27a477402a2e3b774ab0d001c6fc8206
828,9c02947e27a477402a2e3b774ab0d001c6fc8206,1de96fd1d07971926f66bdadffa88dc165e30ae4,backend/src/modules/workflows/workflow-action-executor.service.ts;backend/src/modules/workflows/workflow-action-preview.service.ts;backend/src/modules/workflows/workflow-action-risk.ts;backend/src/modules/workflows/workflow-dry-run.service.spec.ts;backend/src/modules/workflows/workflow-dry-run.service.ts;backend/src/modules/workflows/workflow-engine.service.ts;backend/src/modules/workflows/workflow-execution-mode.ts;backend/src/modules/workflows/workflow-execution-plan.types.ts;backend/src/modules/workflows/workflow-preview.util.spec.ts;backend/src/modules/workflows/workflow-preview.util.ts;backend/src/modules/workflows/workflow-scope.evaluator.ts;backend/src/modules/workflows/workflows.controller.ts;backend/src/modules/workflows/workflows.module.ts;backend/src/modules/workflows/workflows.service.ts;docs/architecture/WORKFLOW_DRY_RUN_2026-07.md;frontend/src/lib/api.ts;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/rental/components/WorkflowAutomationView.tsx;frontend/src/rental/components/workflow-automation/task-automation.integration.test.ts,Workflow dry-run execution plans,workflow-automation,false,cs-workflow-automation-api-and-domain-contracts,,SUPERSEDED,SUPERSEDED_BY_MAIN,false,false,f1eead6fd634ca2b35e91103fbdb108e2d970878,Current workflow DRY_RUN architecture,HIGH,HIGH,feat(workflows): add DRY_RUN execution plan mode for test/simulate; first-parent path review (20 files); Every path exists in main and six blobs are identical.; git cherry=+ 9c02947e27a477402a2e3b774ab0d001c6fc8206
732,9d958453bc8afbc7b80ce7aff5f82598f1f2e970,566065f066ca1aba3d3fa9f97bca23cebe9d3a4d,backend/package.json;backend/prisma/migrations/20260724060000_data_authorization_deny_switch/migration.sql;backend/prisma/schema.prisma;backend/src/modules/data-authorizations/authorization-decision-engine/authorization-decision.constants.ts;backend/src/modules/data-authorizations/authorization-decision-engine/authorization-decision.service.ts;backend/src/modules/data-authorizations/data-authorizations.module.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.constants.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.controller.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.evaluator.spec.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.evaluator.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.local-store.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.metrics.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.propagation.service.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.repository.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.service.spec.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.service.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.startup.service.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.types.ts;backend/src/modules/data-authorizations/enforcement-coverage-registry/enforcement-coverage-catalog.ts;backend/src/modules/data-authorizations/enforcement-coverage-registry/enforcement-coverage-ci.spec.ts;backend/src/modules/data-authorizations/privacy-domain/policy-lifecycle/enforcement-policy-lifecycle.service.ts;backend/src/modules/data-authorizations/privacy-domain/policy-lifecycle/processing-activity-lifecycle.service.ts;backend/src/modules/data-authorizations/privacy-domain/review-workflow/data-processing-permission.constants.ts;backend/src/modules/data-authorizations/revocation-orchestrator/revocation-orchestrator.steps.ts;docs/architecture/deny-switch-2026-07.md;docs/audits/data/data-authorization-enforcement-coverage-baseline-2026-07.csv;docs/plans/data-authorization-production-remediation-plan-2026-07.md;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Data Authorization deny switch,data-authorizations/security,false,,cs-data-authorizations-fail-closed-deny-switch,INHERITED_NO_EVALUATIONS_RELEVANCE,CONFLICTING_NEEDS_DESIGN_REVIEW,false,false,ec09ca597110d23aab1d9367bfe28bf972647b43,,CRITICAL,HIGH,feat(data-auth): fail-closed deny switch with Redis propagation (Prompt 25); first-parent path review (29 files); Fail-closed deny switch and Redis propagation are absent from main.; git cherry=+ 9d958453bc8afbc7b80ce7aff5f82598f1f2e970
749,9d958453bc8afbc7b80ce7aff5f82598f1f2e970,566065f066ca1aba3d3fa9f97bca23cebe9d3a4d,backend/package.json;backend/prisma/migrations/20260724060000_data_authorization_deny_switch/migration.sql;backend/prisma/schema.prisma;backend/src/modules/data-authorizations/authorization-decision-engine/authorization-decision.constants.ts;backend/src/modules/data-authorizations/authorization-decision-engine/authorization-decision.service.ts;backend/src/modules/data-authorizations/data-authorizations.module.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.constants.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.controller.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.evaluator.spec.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.evaluator.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.local-store.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.metrics.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.propagation.service.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.repository.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.service.spec.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.service.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.startup.service.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.types.ts;backend/src/modules/data-authorizations/enforcement-coverage-registry/enforcement-coverage-catalog.ts;backend/src/modules/data-authorizations/enforcement-coverage-registry/enforcement-coverage-ci.spec.ts;backend/src/modules/data-authorizations/privacy-domain/policy-lifecycle/enforcement-policy-lifecycle.service.ts;backend/src/modules/data-authorizations/privacy-domain/policy-lifecycle/processing-activity-lifecycle.service.ts;backend/src/modules/data-authorizations/privacy-domain/review-workflow/data-processing-permission.constants.ts;backend/src/modules/data-authorizations/revocation-orchestrator/revocation-orchestrator.steps.ts;docs/architecture/deny-switch-2026-07.md;docs/audits/data/data-authorization-enforcement-coverage-baseline-2026-07.csv;docs/plans/data-authorization-production-remediation-plan-2026-07.md;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Data Authorization deny switch,data-authorizations/security,false,,cs-data-authorizations-fail-closed-deny-switch,INHERITED_NO_EVALUATIONS_RELEVANCE,CONFLICTING_NEEDS_DESIGN_REVIEW,false,false,ec09ca597110d23aab1d9367bfe28bf972647b43,,CRITICAL,HIGH,feat(data-auth): fail-closed deny switch with Redis propagation (Prompt 25); first-parent path review (29 files); Fail-closed deny switch and Redis propagation are absent from main.; git cherry=+ 9d958453bc8afbc7b80ce7aff5f82598f1f2e970
753,9d958453bc8afbc7b80ce7aff5f82598f1f2e970,566065f066ca1aba3d3fa9f97bca23cebe9d3a4d,backend/package.json;backend/prisma/migrations/20260724060000_data_authorization_deny_switch/migration.sql;backend/prisma/schema.prisma;backend/src/modules/data-authorizations/authorization-decision-engine/authorization-decision.constants.ts;backend/src/modules/data-authorizations/authorization-decision-engine/authorization-decision.service.ts;backend/src/modules/data-authorizations/data-authorizations.module.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.constants.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.controller.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.evaluator.spec.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.evaluator.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.local-store.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.metrics.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.propagation.service.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.repository.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.service.spec.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.service.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.startup.service.ts;backend/src/modules/data-authorizations/deny-switch/deny-switch.types.ts;backend/src/modules/data-authorizations/enforcement-coverage-registry/enforcement-coverage-catalog.ts;backend/src/modules/data-authorizations/enforcement-coverage-registry/enforcement-coverage-ci.spec.ts;backend/src/modules/data-authorizations/privacy-domain/policy-lifecycle/enforcement-policy-lifecycle.service.ts;backend/src/modules/data-authorizations/privacy-domain/policy-lifecycle/processing-activity-lifecycle.service.ts;backend/src/modules/data-authorizations/privacy-domain/review-workflow/data-processing-permission.constants.ts;backend/src/modules/data-authorizations/revocation-orchestrator/revocation-orchestrator.steps.ts;docs/architecture/deny-switch-2026-07.md;docs/audits/data/data-authorization-enforcement-coverage-baseline-2026-07.csv;docs/plans/data-authorization-production-remediation-plan-2026-07.md;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Data Authorization deny switch,data-authorizations/security,false,,cs-data-authorizations-fail-closed-deny-switch,INHERITED_NO_EVALUATIONS_RELEVANCE,CONFLICTING_NEEDS_DESIGN_REVIEW,false,false,ec09ca597110d23aab1d9367bfe28bf972647b43,,CRITICAL,HIGH,feat(data-auth): fail-closed deny switch with Redis propagation (Prompt 25); first-parent path review (29 files); Fail-closed deny switch and Redis propagation are absent from main.; git cherry=+ 9d958453bc8afbc7b80ce7aff5f82598f1f2e970
867,d571a8491eb3cf15af7e24762cb90ac0e4a71424,14eb5aa433fe2b0c231476a251c478e596ba6c2b,backend/prisma/migrations/20260726260000_workflow_condition_not_operator/migration.sql;backend/prisma/schema.prisma;backend/src/modules/workflows/conditions/index.ts;backend/src/modules/workflows/conditions/workflow-condition-clause.evaluator.ts;backend/src/modules/workflows/conditions/workflow-condition-engine.ts;backend/src/modules/workflows/conditions/workflow-condition-field-registry.ts;backend/src/modules/workflows/conditions/workflow-condition-legacy.migrator.ts;backend/src/modules/workflows/conditions/workflow-condition-normalizer.ts;backend/src/modules/workflows/conditions/workflow-condition-prisma.mapper.ts;backend/src/modules/workflows/conditions/workflow-condition-tree.engine.ts;backend/src/modules/workflows/conditions/workflow-condition-tree.spec.ts;backend/src/modules/workflows/conditions/workflow-condition-tree.validator.ts;backend/src/modules/workflows/conditions/workflow-condition.config.ts;backend/src/modules/workflows/conditions/workflow-condition.types.ts;backend/src/modules/workflows/dto/workflow.dto.ts;backend/src/modules/workflows/runtime/workflow-run-orchestrator.repository.ts;docs/architecture/workflow-condition-engine-2026-07.md;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/types/workflow-conditions.ts,Nested ALL/ANY/NOT workflow conditions,workflow-automation,false,,cs-workflow-automation-nested-condition-tree,INHERITED_NO_EVALUATIONS_RELEVANCE,CONFLICTING_NEEDS_DESIGN_REVIEW,false,false,870189587831d93f4b002cc7db205ce0525cab37,,CRITICAL,HIGH,feat(workflows): nested condition tree engine with ALL/ANY/NOT groups; first-parent path review (20 files); Nested condition-tree schema and migration are absent from main.; git cherry=+ d571a8491eb3cf15af7e24762cb90ac0e4a71424
870,d571a8491eb3cf15af7e24762cb90ac0e4a71424,14eb5aa433fe2b0c231476a251c478e596ba6c2b,backend/prisma/migrations/20260726260000_workflow_condition_not_operator/migration.sql;backend/prisma/schema.prisma;backend/src/modules/workflows/conditions/index.ts;backend/src/modules/workflows/conditions/workflow-condition-clause.evaluator.ts;backend/src/modules/workflows/conditions/workflow-condition-engine.ts;backend/src/modules/workflows/conditions/workflow-condition-field-registry.ts;backend/src/modules/workflows/conditions/workflow-condition-legacy.migrator.ts;backend/src/modules/workflows/conditions/workflow-condition-normalizer.ts;backend/src/modules/workflows/conditions/workflow-condition-prisma.mapper.ts;backend/src/modules/workflows/conditions/workflow-condition-tree.engine.ts;backend/src/modules/workflows/conditions/workflow-condition-tree.spec.ts;backend/src/modules/workflows/conditions/workflow-condition-tree.validator.ts;backend/src/modules/workflows/conditions/workflow-condition.config.ts;backend/src/modules/workflows/conditions/workflow-condition.types.ts;backend/src/modules/workflows/dto/workflow.dto.ts;backend/src/modules/workflows/runtime/workflow-run-orchestrator.repository.ts;docs/architecture/workflow-condition-engine-2026-07.md;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx;frontend/src/types/workflow-conditions.ts,Nested ALL/ANY/NOT workflow conditions,workflow-automation,false,,cs-workflow-automation-nested-condition-tree,INHERITED_NO_EVALUATIONS_RELEVANCE,CONFLICTING_NEEDS_DESIGN_REVIEW,false,false,870189587831d93f4b002cc7db205ce0525cab37,,CRITICAL,HIGH,feat(workflows): nested condition tree engine with ALL/ANY/NOT groups; first-parent path review (20 files); Nested condition-tree schema and migration are absent from main.; git cherry=+ d571a8491eb3cf15af7e24762cb90ac0e4a71424
868,f69bfbe65bda93235bfbaf7b38a895adca4c1382,d571a8491eb3cf15af7e24762cb90ac0e4a71424,backend/prisma/migrations/20260726270000_workflow_condition_operators/migration.sql;backend/prisma/schema.prisma;backend/src/modules/workflows/conditions/index.ts;backend/src/modules/workflows/conditions/workflow-condition-clause.evaluator.ts;backend/src/modules/workflows/conditions/workflow-condition-operators.spec.ts;backend/src/modules/workflows/conditions/workflow-condition-operators.ts;backend/src/modules/workflows/conditions/workflow-condition-temporal.ts;backend/src/modules/workflows/conditions/workflow-condition.types.ts;docs/architecture/workflow-condition-engine-2026-07.md;frontend/src/master/components/ArchitekturView.tsx;frontend/src/master/components/ChangesView.tsx,Workflow condition operator matrix,workflow-automation,false,,cs-workflow-automation-condition-operator-matrix,INHERITED_NO_EVALUATIONS_RELEVANCE,CONFLICTING_NEEDS_DESIGN_REVIEW,false,false,a33a821728461b1b228f88312eecf3290bb011ab,,CRITICAL,HIGH,"feat(workflows): extend condition engine operator matrix (Phase 6 Prompt 27); first-parent path review (11 files); Comparison, collection and temporal operators are absent from main.; git cherry=+ f69bfbe65bda93235bfbaf7b38a895adca4c1382"
