pr_number,title,draft,base_branch,head_branch,base_sha,head_sha,merge_base_main,commit_count,changed_files_count,module,target_is_main,head_branch_exists,all_commits_in_main,patch_equivalent_in_main,diff_against_main,stack_parent_pr,stack_tip_pr,merge_conflict_status,ci_status,preliminary_classification,confidence,evidence,recommended_next_review
414,V4.9.618 — Document Intake V2 Action Recovery Scheduler & Inventory Reconciliation,true,cursor/document-action-plan-state-machine-7ddc,cursor/document-intake-recovery-reconcile-7ddc,319095027adbf376aeac5de76d50eac967c21a9a,49f4c17e51d4de0c07bd0be96283b1f782af90a3,49f4c17e51d4de0c07bd0be96283b1f782af90a3,1,15,documents,false,true,true,UNKNOWN,EMPTY,412,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 15 files, +1461/-1 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 93 open ancestors, 379 open descendants; base=cursor/document-action-plan-state-machine-7ddc | file overlap: 9 paths overlap 545 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
415,V4.9.619 — Document Intake V2 Upload Content Hash (SHA-256),true,cursor/document-intake-recovery-reconcile-7ddc,cursor/document-content-hash-upload-7ddc,49f4c17e51d4de0c07bd0be96283b1f782af90a3,7191b9d269c4cbbdade4005df96a4d63bbad0e4b,7191b9d269c4cbbdade4005df96a4d63bbad0e4b,1,14,cross-cutting,false,true,true,UNKNOWN,EMPTY,414,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 14 files, +528/-12 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 94 open ancestors, 378 open descendants; base=cursor/document-intake-recovery-reconcile-7ddc | file overlap: 10 paths overlap 560 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
416,V4.9.620 — Document Intake V2 Upload Duplicate Policy,true,cursor/document-content-hash-upload-7ddc,cursor/document-upload-duplicate-policy-7ddc,7191b9d269c4cbbdade4005df96a4d63bbad0e4b,9ece380c259e186c59a97f4f7b1373af57030398,9ece380c259e186c59a97f4f7b1373af57030398,1,37,cross-cutting,false,true,true,UNKNOWN,EMPTY,415,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 37 files, +1774/-58 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 95 open ancestors, 377 open descendants; base=cursor/document-content-hash-upload-7ddc | file overlap: 22 paths overlap 579 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
417,V4.9.621 — Document Intake V2 Upload Rate Limits,true,cursor/document-upload-duplicate-policy-7ddc,cursor/document-upload-rate-limits-7ddc,9ece380c259e186c59a97f4f7b1373af57030398,d46b798b20db4ff858a06e41729a6eeac6491a19,d46b798b20db4ff858a06e41729a6eeac6491a19,2,26,cross-cutting,false,true,true,UNKNOWN,EMPTY,416,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 2/2 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 26 files, +847/-3 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 96 open ancestors, 376 open descendants; base=cursor/document-upload-duplicate-policy-7ddc | file overlap: 19 paths overlap 566 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
418,V4.9.622 — Document Intake V2 File Identification Hardening,true,cursor/document-upload-rate-limits-7ddc,cursor/document-file-identification-hardening-7ddc,d46b798b20db4ff858a06e41729a6eeac6491a19,fb43970c9b2e11d66eaafa15e7ffecefb3b26ba3,fb43970c9b2e11d66eaafa15e7ffecefb3b26ba3,1,21,documents,false,true,true,UNKNOWN,EMPTY,417,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 21 files, +989/-24 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 97 open ancestors, 375 open descendants; base=cursor/document-upload-rate-limits-7ddc | file overlap: 10 paths overlap 565 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
419,V4.9.623 — Document Intake V2 Malware Scan Abstraction,true,cursor/document-file-identification-hardening-7ddc,cursor/document-malware-scan-abstraction-7ddc,fb43970c9b2e11d66eaafa15e7ffecefb3b26ba3,36fcc26b0ebbad595b10b894ac3f900f7e121646,36fcc26b0ebbad595b10b894ac3f900f7e121646,1,32,cross-cutting,false,true,true,UNKNOWN,EMPTY,418,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 32 files, +1018/-33 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 98 open ancestors, 374 open descendants; base=cursor/document-file-identification-hardening-7ddc | file overlap: 24 paths overlap 547 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
420,docs(ops): DI V2 Shadow Canary gestartet — parallel zu Battery (T0 2026-07-17),true,main,cursor/di-v2-shadow-canary-be2f,c9b3d7c6a91da8f4c2e8e0f87e24c4d6fcfb24aa,bf616c541d5b061ce5bc5bf21a235948f9a0cefd,c9b3d7c6a91da8f4c2e8e0f87e24c4d6fcfb24aa,1,4,trips,true,true,false,false,NON_EMPTY,312,420,CONFLICTING,NO_CHECKS_REPORTED,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (4 paths) | GitHub target diff: 4 files, +179/-2 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 86 open ancestors, 0 open descendants; base=main | file overlap: 2 paths overlap 543 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
421,V4.9.624 — Document Intake V2 Storage & Lifecycle Hardening,true,cursor/document-malware-scan-abstraction-7ddc,cursor/document-storage-lifecycle-7ddc,36fcc26b0ebbad595b10b894ac3f900f7e121646,aad9c76dd9fc6e961ecb4afff462474fea8a1413,aad9c76dd9fc6e961ecb4afff462474fea8a1413,1,35,cross-cutting,false,true,true,UNKNOWN,EMPTY,419,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 35 files, +1941/-44 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 99 open ancestors, 373 open descendants; base=cursor/document-malware-scan-abstraction-7ddc | file overlap: 25 paths overlap 547 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
422,V4.9.625 — Document Intake V2 Org-Wide Upload Endpoint,true,cursor/document-storage-lifecycle-7ddc,cursor/document-org-upload-endpoint-7ddc,aad9c76dd9fc6e961ecb4afff462474fea8a1413,9cc5857e5d32adeeec11765f955d81966b442766,9cc5857e5d32adeeec11765f955d81966b442766,1,29,cross-cutting,false,true,true,UNKNOWN,EMPTY,421,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 29 files, +774/-71 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 100 open ancestors, 372 open descendants; base=cursor/document-storage-lifecycle-7ddc | file overlap: 26 paths overlap 561 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
423,V4.9.626 — Document Intake V2 OptionalContext Contract,true,cursor/document-org-upload-endpoint-7ddc,cursor/document-optional-context-contract-7ddc,9cc5857e5d32adeeec11765f955d81966b442766,fd90a6d10bfa642d629cfc80719c57e858cfca4c,fd90a6d10bfa642d629cfc80719c57e858cfca4c,1,25,cross-cutting,false,true,true,UNKNOWN,EMPTY,422,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 25 files, +1135/-74 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 101 open ancestors, 371 open descendants; base=cursor/document-org-upload-endpoint-7ddc | file overlap: 22 paths overlap 546 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
424,V4.9.627 — Document Intake V2 Vehicle Candidate Resolver,true,cursor/document-optional-context-contract-7ddc,cursor/vehicle-candidate-resolver-7ddc,fd90a6d10bfa642d629cfc80719c57e858cfca4c,bdd021e9f60dd77b79f5878d90aff7207002ec6c,bdd021e9f60dd77b79f5878d90aff7207002ec6c,2,17,cross-cutting,false,true,true,UNKNOWN,EMPTY,423,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 2/2 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 17 files, +1010/-4 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 102 open ancestors, 370 open descendants; base=cursor/document-optional-context-contract-7ddc | file overlap: 11 paths overlap 545 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
425,V4.9.628 — Document Intake V2 Booking Candidate Resolver,true,cursor/vehicle-candidate-resolver-7ddc,cursor/booking-candidate-resolver-7ddc,bdd021e9f60dd77b79f5878d90aff7207002ec6c,3fb448b6da6d11ee35e4ab1de51f6e5b94e9ffa3,3fb448b6da6d11ee35e4ab1de51f6e5b94e9ffa3,1,17,cross-cutting,false,true,true,UNKNOWN,EMPTY,424,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 17 files, +1038/-3 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 103 open ancestors, 369 open descendants; base=cursor/vehicle-candidate-resolver-7ddc | file overlap: 11 paths overlap 545 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
426,V4.9.629 — Document Intake V2 Customer Candidate Resolver,true,cursor/booking-candidate-resolver-7ddc,cursor/customer-candidate-resolver-7ddc,3fb448b6da6d11ee35e4ab1de51f6e5b94e9ffa3,5b38dbd3f4138b7282e66ba16f850fe50446cb32,5b38dbd3f4138b7282e66ba16f850fe50446cb32,1,17,cross-cutting,false,true,true,UNKNOWN,EMPTY,425,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 17 files, +1095/-1 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 104 open ancestors, 368 open descendants; base=cursor/booking-candidate-resolver-7ddc | file overlap: 11 paths overlap 545 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
428,V4.9.630 — Document Intake V2 Driver Candidate Resolver,true,cursor/customer-candidate-resolver-7ddc,cursor/driver-candidate-resolver-7ddc,5b38dbd3f4138b7282e66ba16f850fe50446cb32,bb357d0ceaae8ad79647f7eb91d3d5629e26d6fc,bb357d0ceaae8ad79647f7eb91d3d5629e26d6fc,1,17,cross-cutting,false,true,true,UNKNOWN,EMPTY,426,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 17 files, +1248/-3 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 105 open ancestors, 367 open descendants; base=cursor/customer-candidate-resolver-7ddc | file overlap: 11 paths overlap 545 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
429,V4.9.631 — Document Intake V2 Partner Candidate Resolver,true,cursor/driver-candidate-resolver-7ddc,cursor/partner-candidate-resolver-7ddc,bb357d0ceaae8ad79647f7eb91d3d5629e26d6fc,41fec98447926f15e0cf6862dd2f0de334f5e849,41fec98447926f15e0cf6862dd2f0de334f5e849,2,17,cross-cutting,false,true,true,UNKNOWN,EMPTY,428,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 2/2 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 17 files, +1418/-1 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 106 open ancestors, 366 open descendants; base=cursor/driver-candidate-resolver-7ddc | file overlap: 11 paths overlap 545 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
430,V4.9.632 — Document Intake V2 Entity Candidate Ranking Policy,true,cursor/partner-candidate-resolver-7ddc,cursor/entity-candidate-ranking-policy-7ddc,41fec98447926f15e0cf6862dd2f0de334f5e849,168dd825f71ebb5fe21b470d474ba67df8e1c886,168dd825f71ebb5fe21b470d474ba67df8e1c886,2,13,documents,false,true,true,UNKNOWN,EMPTY,429,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 2/2 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 13 files, +832/-0 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 107 open ancestors, 365 open descendants; base=cursor/partner-candidate-resolver-7ddc | file overlap: 7 paths overlap 545 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
431,V4.9.633 — Document Intake V2 Entity Links API,true,cursor/entity-candidate-ranking-policy-7ddc,cursor/document-entity-links-api-7ddc,168dd825f71ebb5fe21b470d474ba67df8e1c886,cf6a4bcae196d060d8e0a1e3c67e87124e95d8ff,cf6a4bcae196d060d8e0a1e3c67e87124e95d8ff,1,15,documents,false,true,true,UNKNOWN,EMPTY,430,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 15 files, +1062/-2 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 108 open ancestors, 364 open descendants; base=cursor/entity-candidate-ranking-policy-7ddc | file overlap: 9 paths overlap 545 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
432,V4.9.634 — Document Intake V2 Two-Stage Taxonomy,true,cursor/document-entity-links-api-7ddc,cursor/document-taxonomy-7ddc,cf6a4bcae196d060d8e0a1e3c67e87124e95d8ff,a610f375802ba218fb6b35ddba556f8317301e60,a610f375802ba218fb6b35ddba556f8317301e60,1,18,documents,false,true,true,UNKNOWN,EMPTY,431,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 18 files, +833/-20 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 109 open ancestors, 363 open descendants; base=cursor/document-entity-links-api-7ddc | file overlap: 14 paths overlap 545 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
433,V4.9.635 — Document Intake V2 Schema Registry,true,cursor/document-taxonomy-7ddc,cursor/document-schema-registry-7ddc,a610f375802ba218fb6b35ddba556f8317301e60,dcf4440562d6231bf5fdeb18ea97c38e4eccd3d2,dcf4440562d6231bf5fdeb18ea97c38e4eccd3d2,1,14,documents,false,true,true,UNKNOWN,EMPTY,432,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 14 files, +951/-57 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 110 open ancestors, 362 open descendants; base=cursor/document-taxonomy-7ddc | file overlap: 8 paths overlap 47 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
434,V4.9.636 — Document Intake V2 Classification Taxonomy Contract,true,cursor/document-schema-registry-7ddc,cursor/document-classification-taxonomy-7ddc,dcf4440562d6231bf5fdeb18ea97c38e4eccd3d2,a66af18654a4464544c367fecf656b0353c57386,a66af18654a4464544c367fecf656b0353c57386,1,18,cross-cutting,false,true,true,UNKNOWN,EMPTY,433,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 18 files, +1334/-180 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 111 open ancestors, 361 open descendants; base=cursor/document-schema-registry-7ddc | file overlap: 9 paths overlap 543 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
435,V4.9.637 — Document Intake V2 Structured Extraction via Schema Registry,true,cursor/document-classification-taxonomy-7ddc,cursor/document-structured-extraction-registry-7ddc,a66af18654a4464544c367fecf656b0353c57386,60181e4d28d8702a8845efeac48b091ecdb00aa4,60181e4d28d8702a8845efeac48b091ecdb00aa4,1,14,documents,false,true,true,UNKNOWN,EMPTY,434,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 14 files, +841/-18 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 112 open ancestors, 360 open descendants; base=cursor/document-classification-taxonomy-7ddc | file overlap: 10 paths overlap 544 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
436,V4.9.638 — Document Intake V2 Field Provenance,true,cursor/document-structured-extraction-registry-7ddc,cursor/document-field-provenance-7ddc,60181e4d28d8702a8845efeac48b091ecdb00aa4,916d6cb0a6cb35698ac817589e2577efedbe6f4d,916d6cb0a6cb35698ac817589e2577efedbe6f4d,1,16,documents,false,true,true,UNKNOWN,EMPTY,435,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 16 files, +661/-15 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 113 open ancestors, 359 open descendants; base=cursor/document-structured-extraction-registry-7ddc | file overlap: 11 paths overlap 544 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
437,V4.9.639 — Document Intake V2 Golden Fixture Corpus,true,cursor/document-field-provenance-7ddc,cursor/document-golden-fixture-corpus-7ddc,916d6cb0a6cb35698ac817589e2577efedbe6f4d,c06ec4d92cddbb52cbf78960f03aa47878fbc8ea,c06ec4d92cddbb52cbf78960f03aa47878fbc8ea,1,12,cross-cutting,false,true,true,UNKNOWN,EMPTY,436,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 12 files, +1137/-2 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 114 open ancestors, 358 open descendants; base=cursor/document-field-provenance-7ddc | file overlap: 4 paths overlap 543 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
438,V4.9.640 — Document Intake Unified Flow (canonical hook),true,cursor/document-golden-fixture-corpus-7ddc,cursor/document-intake-flow-consolidation-7ddc,c06ec4d92cddbb52cbf78960f03aa47878fbc8ea,a0b249dcdffcac1a268a39782a34f874c8a49d9a,a0b249dcdffcac1a268a39782a34f874c8a49d9a,1,17,cross-cutting,false,true,true,UNKNOWN,EMPTY,437,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 17 files, +1518/-1082 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 115 open ancestors, 357 open descendants; base=cursor/document-golden-fixture-corpus-7ddc | file overlap: 15 paths overlap 544 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
439,V4.9.641 — Document Intake Initial UX (upload-first),true,cursor/document-intake-flow-consolidation-7ddc,cursor/document-intake-initial-ux-7ddc,a0b249dcdffcac1a268a39782a34f874c8a49d9a,7d80df837401144e54a74a496bb37cdc254c79df,7d80df837401144e54a74a496bb37cdc254c79df,1,23,documents,false,true,true,UNKNOWN,EMPTY,438,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 23 files, +733/-229 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 116 open ancestors, 356 open descendants; base=cursor/document-intake-flow-consolidation-7ddc | file overlap: 19 paths overlap 565 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
440,V4.9.642 — Document Intake User-Facing Status Flow,true,cursor/document-intake-initial-ux-7ddc,cursor/document-intake-status-flow-7ddc,7d80df837401144e54a74a496bb37cdc254c79df,bc3c9216f770bf222fd2ee352bdac0c693f1c253,bc3c9216f770bf222fd2ee352bdac0c693f1c253,1,14,documents,false,true,true,UNKNOWN,EMPTY,439,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 1/1 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 14 files, +725/-118 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 117 open ancestors, 355 open descendants; base=cursor/document-intake-initial-ux-7ddc | file overlap: 10 paths overlap 110 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
441,V4.9.643 — Document Intake Classification Result UI (Prompt 68),true,cursor/document-intake-status-flow-7ddc,cursor/document-intake-classification-result-7ddc,bc3c9216f770bf222fd2ee352bdac0c693f1c253,7fd9ac4742c5130b20e707ed8de611e1e293de8f,7fd9ac4742c5130b20e707ed8de611e1e293de8f,2,15,documents,false,true,true,UNKNOWN,EMPTY,440,1013,NO_CONFLICT_REPORTED,NO_CHECKS_REPORTED,ALREADY_IN_MAIN,HIGH,"commit reachability: 2/2 PR commits reachable from origin/main | patch equivalence: NOT_APPLICABLE_ALL_COMMITS_DIRECTLY_REACHABLE; git cherry equivalent=0, unmatched=0, unrepresented=0 | three-dot diff origin/main...head: EMPTY (0 paths) | GitHub target diff: 15 files, +1156/-52 | GitHub mergeability: MERGEABLE/CLEAN | branch ancestry: 118 open ancestors, 354 open descendants; base=cursor/document-intake-status-flow-7ddc | file overlap: 9 paths overlap 565 open PRs",Phase 2: verify representative patch/tree evidence before any close decision.
