file,source_pr,source_commit,purpose,still_needed,already_in_main,integration_package
backend/src/modules/business-insights/recommendations/dto/recommendation.dto.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,"backend/shared contract dependency, not UI ownership",true,false,E6
backend/src/modules/business-insights/recommendations/org-recommendations.controller.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,"backend/shared contract dependency, not UI ownership",true,false,E6
backend/src/modules/business-insights/recommendations/org-recommendations.service.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,"backend/shared contract dependency, not UI ownership",true,false,E6
docs/frontend/evaluations-action-center.md,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,historical UI documentation,false,false,E6
frontend/e2e/evaluations-action-center.spec.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,reproducible test/fixture intent,true,false,E6
frontend/e2e/evaluations-fixtures.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,reproducible test/fixture intent,true,true,E6
frontend/e2e/playwright.config.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,reproducible test/fixture intent,true,true,E6
frontend/src/lib/api.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,Action Center UI implementation,true,true,E6
frontend/src/rental/App.tsx,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,Action Center UI implementation,true,true,E6
frontend/src/rental/components/evaluations/EvaluationsActionCenter.tsx,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,Action Center UI implementation,true,false,E6
frontend/src/rental/components/evaluations/EvaluationsRecommendationDetailDrawer.tsx,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,Action Center UI implementation,true,false,E6
frontend/src/rental/components/evaluations/evaluations-action-center.ui.test.tsx,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,reproducible test/fixture intent,true,false,E6
frontend/src/rental/components/evaluations/sections/EvaluationsActionsSection.tsx,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,Action Center UI implementation,true,false,E6
frontend/src/rental/hooks/useEvaluationsRecommendations.test.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,reproducible test/fixture intent,true,false,E6
frontend/src/rental/hooks/useEvaluationsRecommendations.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,Action Center UI implementation,true,false,E6
frontend/src/rental/i18n/translations/de.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,Action Center UI implementation,true,true,E6
frontend/src/rental/i18n/translations/en.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,Action Center UI implementation,true,true,E6
frontend/src/rental/lib/evaluations-recommendations-api.types.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,Action Center UI implementation,true,false,E6
frontend/src/rental/lib/evaluations-recommendations-format.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,Action Center UI implementation,true,false,E6
frontend/vitest.config.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,Action Center UI implementation,true,true,E6
shared/evaluations-insights/evaluations-recommendations.shared.spec.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,reproducible test/fixture intent,true,false,E6
shared/evaluations-insights/evaluations-recommendations.ts,806,364bd93733e30c6a98ea579f1707b8a73be2ecd8,"backend/shared contract dependency, not UI ownership",true,false,E6
docs/frontend/evaluations-forecast-ux.md,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,historical UI documentation,false,false,E8
frontend/src/lib/api.ts,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,Forecast UX UI implementation,true,true,E8
frontend/src/master/components/ArchitekturView.tsx,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,historical architecture/changelog bookkeeping,false,true,E8
frontend/src/master/components/ChangesView.tsx,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,historical architecture/changelog bookkeeping,false,true,E8
frontend/src/rental/components/FinancialInsightsView.tsx,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,Forecast UX UI implementation,true,true,E8
frontend/src/rental/components/evaluations-forecasts/EvaluationsForecastsSection.test.ts,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,reproducible test/fixture intent,true,false,E8
frontend/src/rental/components/evaluations-forecasts/EvaluationsForecastsSection.tsx,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,Forecast UX UI implementation,true,false,E8
frontend/src/rental/components/evaluations-forecasts/ForecastCard.tsx,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,Forecast UX UI implementation,true,false,E8
frontend/src/rental/components/evaluations-forecasts/ForecastDrilldown.tsx,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,Forecast UX UI implementation,true,false,E8
frontend/src/rental/components/evaluations-forecasts/ForecastTable.tsx,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,Forecast UX UI implementation,true,false,E8
frontend/src/rental/components/evaluations-forecasts/ForecastTermTooltip.tsx,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,Forecast UX UI implementation,true,false,E8
frontend/src/rental/components/evaluations-forecasts/ForecastUncertaintyBand.tsx,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,Forecast UX UI implementation,true,false,E8
frontend/src/rental/hooks/useEvaluationsForecasts.ts,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,Forecast UX UI implementation,true,false,E8
frontend/src/rental/lib/evaluations-forecast-view-model.test.ts,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,reproducible test/fixture intent,true,false,E8
frontend/src/rental/lib/evaluations-forecast-view-model.ts,814,46b905ad6a441f3c16a3f66c17ff88afc1fa7318,Forecast UX UI implementation,true,false,E8
